x,y,steps,success
87,194,4,0
89,194,6,0
91,194,7,0
93,194,7,0
95,194,8,0
99,194,3,0
101,194,5,0
103,194,6,0
105,194,4,0
107,194,5,0
109,194,5,0
111,194,3,0
113,194,6,0
115,194,5,0
117,194,5,0
119,194,5,0
121,194,7,0
123,194,4,0
125,194,6,0
127,194,7,0
129,194,7,0
131,194,6,0
133,194,5,0
135,194,7,0
137,194,7,0
139,194,9,0
141,194,6,0
143,194,6,0
145,194,8,0
147,194,5,0
149,194,4,0
151,194,5,0
153,194,6,0
155,194,8,0
157,194,7,0
159,194,6,0
161,194,7,0
163,194,6,0
165,194,7,0
167,194,9,0
169,194,8,0
171,194,7,0
173,194,6,0
175,194,7,0
177,194,10,0
179,194,6,0
181,194,10,0
183,194,7,0
185,194,8,0
187,194,8,0
189,194,10,0
191,194,7,0
193,194,10,0
1,195,1,1
2,195,1,1
4,195,1,1
7,195,1,1
8,195,2,0
11,195,2,0
14,195,1,1
16,195,2,0
17,195,3,0
19,195,2,1
22,195,2,0
23,195,4,0
28,195,1,1
29,195,3,0
31,195,3,0
32,195,4,0
34,195,3,0
37,195,4,0
38,195,3,0
41,195,3,0
43,195,3,0
44,195,3,0
46,195,3,0
47,195,3,0
49,195,1,1
53,195,4,0
56,195,4,0
58,195,5,0
59,195,4,0
61,195,2,1
62,195,5,0
64,195,3,1
67,195,3,0
68,195,3,0
71,195,3,0
73,195,4,0
74,195,4,0
76,195,3,0
77,195,4,0
79,195,3,0
82,195,4,0
83,195,4,0
86,195,5,0
88,195,5,0
89,195,4,0
92,195,6,0
94,195,4,0
97,195,7,0
98,195,1,1
101,195,2,1
103,195,3,0
106,195,4,0
107,195,3,1
109,195,5,0
112,195,4,0
113,195,4,0
116,195,5,0
118,195,4,0
119,195,4,0
121,195,4,0
122,195,2,1
124,195,5,0
127,195,5,0
128,195,3,1
131,195,4,0
133,195,4,0
134,195,5,0
136,195,5,0
137,195,4,0
139,195,5,0
142,195,5,0
146,195,8,0
148,195,3,1
149,195,4,0
151,195,4,1
152,195,6,0
154,195,5,0
157,195,5,0
158,195,5,0
161,195,6,0
163,195,5,0
164,195,5,0
166,195,5,0
167,195,6,0
172,195,5,0
173,195,5,1
176,195,6,0
178,195,7,0
179,195,6,0
181,195,7,0
184,195,6,1
187,195,7,0
188,195,8,0
191,195,8,0
193,195,9,0
194,195,10,0
1,196,1,1
3,196,2,0
5,196,2,0
9,196,2,0
11,196,2,0
13,196,4,0
15,196,2,0
17,196,3,0
19,196,5,0
23,196,3,0
25,196,2,0
27,196,3,0
29,196,2,0
31,196,3,0
33,196,2,0
37,196,5,0
39,196,4,0
41,196,3,0
43,196,6,0
45,196,3,0
47,196,5,0
51,196,3,0
53,196,5,0
55,196,4,0
57,196,3,0
59,196,3,0
61,196,6,0
65,196,7,0
67,196,3,0
69,196,3,0
71,196,4,0
73,196,4,0
75,196,3,0
79,196,4,0
81,196,6,0
83,196,6,0
85,196,4,0
87,196,8,0
89,196,5,0
93,196,7,0
95,196,6,0
97,196,7,0
99,196,2,0
101,196,3,0
103,196,3,0
107,196,3,0
109,196,3,0
111,196,5,0
113,196,3,0
115,196,4,0
117,196,4,0
121,196,5,0
123,196,3,0
125,196,4,0
127,196,5,0
129,196,6,0
131,196,3,0
135,196,6,0
137,196,5,0
139,196,4,0
141,196,7,0
143,196,7,0
145,196,8,0
149,196,4,0
151,196,6,0
153,196,5,0
155,196,4,0
157,196,4,0
159,196,7,0
163,196,8,0
165,196,5,0
167,196,7,0
169,196,6,0
171,196,9,0
173,196,6,0
177,196,7,0
179,196,8,0
181,196,6,0
183,196,9,0
185,196,6,0
187,196,8,0
191,196,8,0
193,196,7,0
195,196,10,0
1,197,1,1
2,197,1,1
3,197,1,1
4,197,2,1
5,197,2,1
6,197,1,1
7,197,2,1
8,197,2,1
9,197,1,1
10,197,2,1
11,197,1,1
12,197,3,1
13,197,2,1
14,197,3,1
15,197,3,1
16,197,2,1
17,197,3,1
18,197,1,1
19,197,4,1
20,197,2,1
21,197,3,1
22,197,1,1
23,197,3,1
24,197,5,1
25,197,2,1
26,197,2,1
27,197,5,1
28,197,6,1
29,197,2,1
30,197,3,1
31,197,3,1
32,197,6,1
33,197,1,1
34,197,3,1
35,197,3,1
36,197,5,1
37,197,3,1
38,197,4,1
39,197,4,1
40,197,2,1
41,197,3,1
42,197,3,1
43,197,2,1
44,197,4,1
45,197,7,1
46,197,2,1
47,197,5,1
48,197,3,1
49,197,4,1
50,197,2,1
51,197,3,1
52,197,2,1
53,197,4,1
54,197,5,1
55,197,4,1
56,197,6,1
57,197,4,1
58,197,4,1
59,197,5,1
60,197,3,1
61,197,6,1
62,197,4,1
63,197,5,1
64,197,6,1
65,197,6,1
66,197,1,1
67,197,3,1
68,197,3,1
69,197,3,1
70,197,3,1
71,197,3,1
72,197,5,1
73,197,2,1
74,197,3,1
75,197,7,1
76,197,4,1
77,197,4,1
78,197,4,1
79,197,3,1
80,197,3,1
81,197,3,1
82,197,5,1
83,197,3,1
84,197,5,1
85,197,5,1
86,197,7,1
87,197,7,1
88,197,4,1
89,197,4,1
90,197,3,1
91,197,5,1
92,197,4,1
93,197,6,1
94,197,6,1
95,197,5,1
96,197,6,1
97,197,7,1
98,197,8,1
99,197,1,1
100,197,2,1
101,197,3,1
102,197,3,1
103,197,2,1
104,197,2,1
105,197,3,1
106,197,4,1
107,197,4,1
108,197,5,1
109,197,4,1
110,197,4,1
111,197,3,1
112,197,6,1
113,197,3,1
114,197,4,1
115,197,2,1
116,197,4,1
117,197,4,1
118,197,5,1
119,197,4,1
120,197,3,1
121,197,8,1
122,197,6,1
123,197,5,1
124,197,4,1
125,197,5,1
126,197,5,1
127,197,5,1
128,197,6,1
129,197,7,1
130,197,6,1
131,197,7,1
132,197,4,1
133,197,4,1
134,197,4,1
135,197,3,1
136,197,8,1
137,197,5,1
138,197,4,1
139,197,4,1
140,197,4,1
141,197,6,1
142,197,8,1
143,197,5,1
144,197,6,1
145,197,7,1
146,197,6,1
147,197,8,1
148,197,2,1
149,197,4,1
150,197,3,1
151,197,4,1
152,197,5,1
153,197,5,1
154,197,4,1
155,197,4,1
156,197,3,1
157,197,5,1
158,197,5,1
159,197,9,1
160,197,6,1
161,197,6,1
162,197,6,1
163,197,8,1
164,197,8,1
165,197,5,1
166,197,4,1
167,197,6,1
168,197,5,1
169,197,7,1
170,197,6,1
171,197,8,1
172,197,9,1
173,197,5,1
174,197,5,1
175,197,6,1
176,197,5,1
177,197,6,1
178,197,10,1
179,197,7,1
180,197,9,1
181,197,6,1
182,197,7,1
183,197,8,1
184,197,9,1
185,197,6,1
186,197,7,1
187,197,7,1
188,197,8,1
189,197,7,1
190,197,9,1
191,197,7,1
192,197,8,1
193,197,8,1
194,197,8,1
195,197,9,1
196,197,10,1
1,198,1,1
5,198,2,0
7,198,3,0
13,198,3,0
17,198,2,0
19,198,2,0
23,198,2,0
25,198,2,0
29,198,3,0
31,198,3,0
35,198,3,0
37,198,3,0
41,198,4,0
43,198,3,0
47,198,4,0
49,198,5,0
53,198,4,0
59,198,5,0
61,198,6,0
65,198,4,0
67,198,2,0
71,198,4,0
73,198,4,0
79,198,4,0
83,198,3,0
85,198,5,0
89,198,3,0
91,198,4,0
95,198,5,0
97,198,6,0
101,198,3,0
103,198,3,0
107,198,4,0
109,198,3,0
113,198,5,0
115,198,5,0
119,198,3,0
125,198,4,0
127,198,5,0
131,198,5,0
133,198,3,0
137,198,5,0
139,198,5,0
145,198,5,0
149,198,3,0
151,198,4,0
155,198,5,0
157,198,4,0
161,198,4,0
163,198,5,0
167,198,5,0
169,198,7,0
173,198,7,0
175,198,6,0
179,198,8,0
181,198,6,0
185,198,7,0
191,198,9,0
193,198,9,0
197,198,10,0
1,199,1,1
2,199,1,1
3,199,2,1
4,199,1,1
5,199,1,1
6,199,2,1
7,199,2,1
8,199,1,1
9,199,2,1
10,199,1,1
11,199,2,1
12,199,2,1
13,199,3,1
14,199,3,1
15,199,3,1
16,199,3,1
17,199,2,1
18,199,3,1
19,199,2,1
20,199,1,1
21,199,3,1
22,199,4,1
23,199,2,1
24,199,3,1
25,199,1,1
26,199,3,1
27,199,3,1
28,199,2,1
29,199,2,1
30,199,3,1
31,199,4,1
32,199,2,1
33,199,3,1
34,199,2,1
35,199,3,1
36,199,3,1
37,199,3,1
38,199,3,1
39,199,4,1
40,199,1,1
41,199,3,1
42,199,3,1
43,199,4,1
44,199,4,1
45,199,4,1
46,199,5,1
47,199,4,1
48,199,4,1
49,199,6,1
50,199,1,1
51,199,2,1
52,199,3,1
53,199,4,1
54,199,3,1
55,199,4,1
56,199,2,1
57,199,3,1
58,199,4,1
59,199,4,1
60,199,4,1
61,199,5,1
62,199,7,1
63,199,5,1
64,199,4,1
65,199,6,1
66,199,7,1
67,199,2,1
68,199,2,1
69,199,2,1
70,199,3,1
71,199,4,1
72,199,3,1
73,199,2,1
74,199,3,1
75,199,4,1
76,199,3,1
77,199,3,1
78,199,4,1
79,199,4,1
80,199,4,1
81,199,5,1
82,199,5,1
83,199,2,1
84,199,5,1
85,199,3,1
86,199,5,1
87,199,8,1
88,199,7,1
89,199,3,1
90,199,5,1
91,199,4,1
92,199,4,1
93,199,5,1
94,199,3,1
95,199,6,1
96,199,4,1
97,199,5,1
98,199,7,1
99,199,8,1
100,199,1,1
101,199,3,1
102,199,2,1
103,199,3,1
104,199,3,1
105,199,3,1
106,199,4,1
107,199,4,1
108,199,3,1
109,199,3,1
110,199,4,1
111,199,3,1
112,199,2,1
113,199,4,1
114,199,3,1
115,199,5,1
116,199,4,1
117,199,4,1
118,199,4,1
119,199,5,1
120,199,4,1
121,199,5,1
122,199,5,1
123,199,5,1
124,199,7,1
125,199,3,1
126,199,5,1
127,199,5,1
128,199,4,1
129,199,5,1
130,199,6,1
131,199,6,1
132,199,7,1
133,199,3,1
134,199,3,1
135,199,5,1
136,199,3,1
137,199,5,1
138,199,4,1
139,199,5,1
140,199,6,1
141,199,3,1
142,199,4,1
143,199,9,1
144,199,4,1
145,199,5,1
146,199,6,1
147,199,7,1
148,199,6,1
149,199,9,1
150,199,4,1
151,199,4,1
152,199,4,1
153,199,5,1
154,199,4,1
155,199,4,1
156,199,5,1
157,199,6,1
158,199,5,1
159,199,6,1
160,199,6,1
161,199,6,1
162,199,4,1
163,199,6,1
164,199,6,1
165,199,7,1
166,199,4,1
167,199,6,1
168,199,6,1
169,199,6,1
170,199,4,1
171,199,10,1
172,199,6,1
173,199,8,1
174,199,10,1
175,199,5,1
176,199,6,1
177,199,5,1
178,199,7,1
179,199,7,1
180,199,7,1
181,199,7,1
182,199,8,1
183,199,7,1
184,199,7,1
185,199,11,1
186,199,9,1
187,199,6,1
188,199,6,1
189,199,8,1
190,199,8,1
191,199,8,1
192,199,12,1
193,199,7,1
194,199,9,1
195,199,9,1
196,199,8,1
197,199,10,1
198,199,11,1
1,200,1,1
3,200,1,1
7,200,2,1
9,200,3,1
11,200,4,1
13,200,2,0
17,200,2,0
19,200,4,1
21,200,2,0
23,200,3,1
27,200,3,0
29,200,2,1
31,200,3,0
33,200,4,0
37,200,3,0
39,200,3,0
41,200,2,0
43,200,3,0
47,200,3,0
49,200,3,0
51,200,2,0
53,200,3,0
57,200,5,0
59,200,4,0
61,200,3,0
63,200,3,0
67,200,1,1
69,200,3,1
71,200,3,0
73,200,5,1
77,200,4,0
79,200,4,0
81,200,4,0
83,200,4,0
87,200,4,0
89,200,2,1
91,200,6,1
93,200,5,0
97,200,7,1
99,200,8,1
101,200,2,0
103,200,3,0
107,200,3,0
109,200,4,0
111,200,3,0
113,200,3,0
117,200,3,0
119,200,6,0
121,200,3,0
123,200,4,0
127,200,4,0
129,200,6,0
131,200,4,0
133,200,7,0
137,200,4,0
139,200,4,0
141,200,5,0
143,200,7,0
147,200,6,0
149,200,7,0
151,200,3,0
153,200,4,0
157,200,6,0
159,200,5,0
161,200,4,0
163,200,4,0
167,200,4,0
169,200,7,0
171,200,5,0
173,200,8,0
177,200,5,0
179,200,7,0
181,200,5,0
183,200,8,0
187,200,10,0
189,200,7,0
191,200,8,0
193,200,10,0
197,200,7,0
199,200,10,0
